27	1	0	0	9
39	1	0	0	9
51	1	0	0	9
52	1	0	-26	9
53	1	26	-26	9
55	1	52	-52	9
69	1	0	0	3
72	1	0	-26	3
73	1	26	-26	3
74	1	0	-52	3
75	1	52	-52	3
81	1	0	0	12
85	1	26	-26	12
86	1	0	-26	12
87	1	0	-52	12
88	1	-52	-52	12
